model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,72.72727272727273,0.7045454080578546,0.7045454080578546,0.6964285278486424,0.6996966632962589
squeezenet1.1,,81.81818181818181,0.7272726838843004,0.7272726838843004,0.8928570288265512,0.7525
densenet121,,78.78787878787878,0.7045454121900855,0.7045454121900855,0.805555471707831,0.7226890756302521
