model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,71.875,0.5909090588351061,0.5909090588351061,0.8499997383334588,0.5656108597285068
squeezenet1.1,,65.625,0.4999999761904773,0.4999999761904773,0.3281249897460941,0.39622641509433965
densenet121,,71.875,0.6991341520679932,0.6991341520679932,0.6916666223611141,0.694591728525981
