model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,77.4798927613941,0.7149990358429472,0.7149990358429472,0.7617488839672537,0.7277939949958299
squeezenet1.1,,72.92225201072387,0.6614013151942036,0.6614013151942036,0.701056613816024,0.6700127009153418
densenet121,,78.55227882037534,0.7250336046367859,0.7250336046367859,0.7781492267862928,0.7393431167016074
