model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,69.6969696969697,0.7272726756198388,0.7272726756198388,0.7022058394382595,0.6898496240601504
squeezenet1.1,,63.63636363636363,0.5681817840909114,0.5681817840909114,0.5763888494405898,0.5695652173913044
densenet121,,84.84848484848484,0.8181817644628138,0.8181817644628138,0.8347825497920653,0.8253968253968254
