model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,76.69376693766938,0.7052631538100411,0.7052631538100411,0.7276785665822119,0.7137987012987013
squeezenet1.1,,74.52574525745257,0.662899893116269,0.662899893116269,0.7012195070430016,0.6734882144739816
densenet121,,81.02981029810299,0.7705882306554159,0.7705882306554159,0.7790549120912706,0.7745128849780012
