model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,87.87878787878788,0.8409090361570288,0.8409090361570288,0.8819443768325681,0.8565217391304347
squeezenet1.1,,57.57575757575758,0.5227272407024816,0.5227272407024816,0.5227272407024816,0.5227272727272727
densenet121,,93.93939393939394,0.9318181188016577,0.9318181188016577,0.9318181188016577,0.9318181818181819
