model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,80.25974025974025,0.734496591431141,0.734496591431141,0.8050941245269246,0.7526543585581931
squeezenet1.1,,74.28571428571429,0.6368099433921501,0.6368099433921501,0.7557683480353027,0.6424785899877121
densenet121,,81.55844155844156,0.7736350881307907,0.7736350881307907,0.7992122008144962,0.7836068428843976
