model name,adj,accuracy,sensitivity,specifity,precision,F1
resnet34,,82.88770053475936,0.792770122434586,0.792770122434586,0.80454544952135,0.798110661268556
squeezenet1.1,,75.1336898395722,0.6607521151144964,0.6607521151144964,0.7209984922790044,0.6730615582730972
densenet121,,83.42245989304813,0.812665514170521,0.812665514170521,0.8072144110753906,0.8098097112860893
